Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;323;Longwy;8539;4023;47,11;4516;52,89;89;1,04;1,97;4427;51,84;98,03;LSOC;M;FOURNEL;Jean-Marc;LONGWY POUR TOUS;7;1893;22,17;42,76;LDVG;F;PALA;Irma;CITOYENS ET SOLIDAIRES;2;598;7;13,51;LMAJ;M;JACQUE;Edouard;LONGWY UNE VILLE;24;1936;22,67;43,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;328;Ludres;5303;1749;32,98;3554;67,02;51;0,96;1,44;3503;66,06;98,56;LGC;F;MAUSS;Huguette;LUDRES AUTREMENT;5;1189;22,42;33,94;LAUT;M;FIDANZA;Charly;LUDRES ENSEMBLE;4;1015;19,14;28,98;LDVD;M;BOILEAU;Pierre;LUDRES AVENIR;20;1299;24,5;37,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;395;Nancy;54497;28011;51,4;26486;48,6;583;1,07;2,2;25903;47,53;97,8;LUG;F;CREUSOT;Nicole;LES NANCÉIENS AU COEUR;11;10506;19,28;40,56;LGC;F;HERVE;Françoise;LA VILLE RASSEMBLEE;2;2255;4,14;8,71;LMAJ;M;ROSSINOT;André;NANCY PASSIONS;42;13142;24,12;50,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;482;Saint-Max;7295;2670;36,6;4625;63,4;56;0,77;1,21;4569;62,63;98,79;LSOC;F;JACQUES;Isabelle;'UNIS POUR L''AVENIR';3;935;12,82;20,46;LMAJ;M;STOERKEL;Gérard;ENSEMBLE POUR SAINT-MAX;6;1782;24,43;39;LDVD;M;PENSALFINI;Eric;@VENIR SAINT-MAX ENSEMBLE;24;1852;25,39;40,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;528;Toul;10065;3619;35,96;6446;64,04;186;1,85;2,89;6260;62,2;97,11;LUG;F;FEIDT;Nicole;'UNE FORCE D''AVANCE';24;2735;27,17;43,69;LMAJ;F;MORANO;Nadine;TOUL ENSEMBLE;4;1644;16,33;26,26;LDVD;M;GOSSOT;Jacques;SERVIR TOUL;5;1881;18,69;30,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;547;Vandoeuvre-lès-Nancy;15594;6301;40,41;9293;59,59;330;2,12;3,55;8963;57,48;96,45;LUG;M;HABLOT;Stéphane;LA GAUCHE RASSEMBLEE;30;4649;29,81;51,87;LMC;F;NICOLAS;Françoise;AIMER VANDOEUVRE;9;4314;27,66;48,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;580;Villerupt;6407;2391;37,32;4016;62,68;83;1,3;2,07;3933;61,39;97,93;LCOM;M;CASONI;Alain;SOLIDARITES ET DYNAMISME;22;1796;28,03;45,66;LSOC;F;WITWICKI;Christiane;POUR UN DEVELOPPEMENT;3;970;15,14;24,66;LDVD;F;GUILLOTIN;Véronique;ENSEMBLE POUR AGIR;4;1167;18,21;29,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;MEUSE;29;Bar-le-Duc;10446;3727;35,68;6719;64,32;235;2,25;3,5;6484;62,07;96,5;LSOC;F;JAQUET;Nelly;A.P.Q.D.;25;3362;32,18;51,85;LMAJ;F;HURAUT;Martine;A.V.V.D.N.D.;8;3122;29,89;48,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;MEUSE;545;Verdun;12376;5070;40,97;7306;59,03;267;2,16;3,65;7039;56,88;96,35;LUG;M;DUMONT;Jean-Louis;P.V.T.E.;8;3321;26,83;47,18;LMAJ;M;LUX;Arsène;P.V.P.V.A.P.;25;3718;30,04;52,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;3;Arradon;4295;935;21,77;3360;78,23;67;1,56;1,99;3293;76,67;98,01;LDVG;M;MOURIER;Dominique;ARRADON AGIR ENSEMBLE;22;1687;39,28;51,23;LMC;M;GAULTIER;Gilles;ARRADON UNE AMBITION;7;1606;37,39;48,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;53;Elven;3552;873;24,58;2679;75,42;33;0,93;1,23;2646;74,49;98,77;LDVG;M;LE BOTERFF;Marcel;POUR ELVEN AVEC VOUS;20;1088;30,63;41,12;LAUT;M;LE TRIONNAIRE;Marc;EMMENONS ELVEN DEMAIN;2;537;15,12;20,29;LDVD;M;MORICE;Roger;ELVEN NOUVEL AVENIR;5;1021;28,74;38,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;78;Guidel;8016;2564;31,99;5452;68,01;113;1,41;2,07;5339;66,6;97,93;LUG;M;HENAULT;Robert;INNOVONS GUIDEL;5;1757;21,92;32,91;LDVD;M;AUBERTIN;François;ENSEMBLE POUR GUIDEL;25;2610;32,56;48,89;LDVD;F;HORNUNG;Anne-Marie;GUIDEL QUALITE;3;972;12,13;18,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;83;Hennebont;11286;3948;34,98;7338;65,02;146;1,29;1,99;7192;63,72;98,01;LUG;M;PERRON;Gérard;GAUCHE UNIE ET SOLIDAIRE;24;3086;27,34;42,91;LGC;M;HARTEREAU;André;HENNEBONT INIT CITOYEN;7;2895;25,65;40,25;LDVD;F;HERMANN;Laurence;TOUTE NOTRE ENERGIE;2;1211;10,73;16,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;107;Larmor-Plage;7549;2435;32,26;5114;67,74;92;1,22;1,8;5022;66,53;98,2;LDVG;M;CORPET;Bruno;EN AVANT;2;655;8,68;13,04;LGC;M;GAUTRON;Jean-René;LE BON CAP;5;1890;25,04;37,63;LDVD;M;TONNERRE;Victor;'TOUJOURS PLUS D''AMBITION';22;2477;32,81;49,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;162;Ploemeur;15706;6312;40,19;9394;59,81;619;3,94;6,59;8775;55,87;93,41;LUG;M;LE MEUR;Loïc;ENSEMBLE POUR UN AVENIR;27;5323;33,89;60,66;LMC;M;CAMUSARD;Eric;NOUVEL ELAN PLOEMEUR;4;1976;12,58;22,52;LMAJ;M;TONNERRE;Loïc;PLOEMEUR INITIATIV LIBERT;2;1476;9,4;16,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;165;Ploërmel;6665;1472;22,09;5193;77,91;177;2,66;3,41;5016;75,26;96,59;LDVG;F;LE MARRE;Béatrice;PLOERMEL AVEC PASSION;22;2595;38,93;51,73;LDVD;M;ANSELIN;Paul;UNION AVENIR PLOERMEL;7;2421;36,32;48,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;169;Plouhinec;4044;1036;25,62;3008;74,38;51;1,26;1,7;2957;73,12;98,3;LDVG;M;QUERE;Maxime;P.R.E.S. POUR TOUS;2;545;13,48;18,43;LDVD;M;LE FORMAL;Adrien;'PLOUHINEC L''AVENIR ENSEMB';20;1214;30,02;41,06;LDVD;M;LE FLOCH;Joseph;VIVRE PLOUHINEC;5;1198;29,62;40,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;176;Pluneret;3667;1152;31,42;2515;68,58;79;2,15;3,14;2436;66,43;96,86;LDVG;M;MEROUR;Jean-Jacques;ENSEMBLE PLUNERET AVANCE;20;1023;27,9;42;LAUT;M;LE BOZEC ;Christian ; PLUS PROCHE DE VOUS;2;439;11,97;18,02;LDVD;M;UNTERSINGER;Francis;PLUNERET 2008-2014;5;974;26,56;39,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;185;Quéven;6962;2066;29,68;4896;70,32;105;1,51;2,14;4791;68,82;97,86;LSOC;M;LAURENT;Jean-Yves;'POUR L''UNITE DE QUEVEN';5;1667;23,94;34,79;LDVG;M;COZILIS;Marc;QUEVEN AUTREMENT;20;1802;25,88;37,61;LDVD;F;TAURIAN;Lucia;QUEVEN ENERGIES;4;1322;18,99;27,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;193;Riantec;4026;959;23,82;3067;76,18;54;1,34;1,76;3013;74,84;98,24;LDVG;F;BOUTER PALARIC;LINE;BIEN VIVRE A RIANTEC;2;597;14,83;19,81;LDVG;M;ROBERDEL;Marc;'PARTENAIRES DANS L''ACTION';5;1102;27,37;36,57;LAUT;M;LE GALL;Michel;RIANTEC ENSEMBLE ;20;1314;32,64;43,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;240;Sarzeau;6308;1450;22,99;4858;77,01;69;1,09;1,42;4789;75,92;98,58;LSOC;M;LE GOFF;YANNICK;SARZEAU AUTREMENT;3;1036;16,42;21,63;LAUT;M;KERIGNARD;Yannick;AU COEUR DE SARZEAU;5;1781;28,23;37,19;LMAJ;M;LAPPARTIENT;DAVID;AGIR ENSEMBLE;21;1972;31,26;41,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;243;Séné;6765;2080;30,75;4685;69,25;140;2,07;2,99;4545;67,18;97,01;LUG;M;FOUCAULT;Luc;SENE AVENIR;23;2514;37,16;55,31;LMAJ;M;SALIC;Patrick;SENE ENSEMBLE;6;2031;30,02;44,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;260;Vannes;33842;12139;35,87;21703;64,13;478;1,41;2,2;21225;62,72;97,8;LUG;M;LE QUINTREC;Nicolas;VOTEZ POUR CHANGER;11;10275;30,36;48,41;LMAJ;M;GOULARD;François;VANNES AVEC VOUS;34;10950;32,36;51,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;12;Algrange;4394;1929;43,9;2465;56,1;74;1,68;3;2391;54,42;97;LDVG;M;DE BACCO;Florent;ALGRANGE, UNE VILLE, UN A;5;830;18,89;34,71;LDVG;M;PERON;Patrick;VIVRE ENSEMBLE;21;1084;24,67;45,34;LAUT;M;MAROCCHINI;Daniel;ALGRANGE EVOLUTION;3;477;10,86;19,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;32;Ars-sur-Moselle;3579;1390;38,84;2189;61,16;46;1,29;2,1;2143;59,88;97,9;LSOC;M;SUSUNG;Stéphane;ARS UNION ET SOLIDARITE;21;946;26,43;44,14;LDVG;M;ANDRE;Jacques;DEMAIN ARS;6;872;24,36;40,69;LDVD;F;AUBURTIN;Marie-Thérèse;ARS ACTION 2008;2;325;9,08;15,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;58;Behren-lès-Forbach;5645;1922;34,05;3723;65,95;99;1,75;2,66;3624;64,2;97,34;LSOC;M;OBIEGALA;Michel;BEHREN AVEC VOUS;8;1714;30,36;47,3;LDVG;M;DIBO;Jérôme;BEHREN TOUT SIMPLEMENT;25;1910;33,84;52,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;221;Florange;8078;3426;42,41;4652;57,59;169;2,09;3,63;4483;55,5;96,37;LUG;M;TARILLON;Philippe;ENSEMBLE POUR FLORANGE;26;2401;29,72;53,56;LMAJ;M;HEYER;Alain;FLORANGE POUR TOUS;7;2082;25,77;46,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;227;Forbach;14235;6954;48,85;7281;51,15;299;2,1;4,11;6982;49,05;95,89;LSOC;M;KALINOWSKI;Laurent;VIVRE FORBACH AUTREMENT;28;4193;29,46;60,05;LDVD;M;STIRNWEISS;Charles;FORBACH, VILLE TOUTES ENE;7;2789;19,59;39,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;306;Hayange;11350;5738;50,56;5612;49,44;234;2,06;4,17;5378;47,38;95,83;LUG;M;DAVID;Philippe;UNE DYNAMIQUE;25;2759;24,31;51,3;LDVD;M;LEYDER;Alain;HAYANGE EN ACTION;8;2619;23,07;48,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;323;Hettange-Grande;5474;2185;39,92;3289;60,08;110;2,01;3,34;3179;58,07;96,66;LSOC;M;HENTZ;André;POUR HETTANGE SOETRICH;22;1512;27,62;47,56;LMC;M;ANNAVAL;Bernard;UNION;4;835;15,25;26,27;LMAJ;M;PATRZEK;Bertrand;ENS HETTANGE ET SOETRICH;3;832;15,2;26,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;447;Marly;8397;2994;35,66;5403;64,34;135;1,61;2,5;5268;62,74;97,5;LSOC;M;LIOUVILLE;Jean-Pierre;VIVONS MARLY;4;1420;16,91;26,96;LMAJ;M;JAMMAS;Jean-Pierre;MARLY PASSIONNEMENT;6;1889;22,5;35,86;LDVD;M;HORY;Thierry;ENSEMBLE POUR MARLY;23;1959;23,33;37,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;463;Metz;73272;34910;47,64;38362;52,36;850;1,16;2,22;37512;51,2;97,78;LUG;M;GROS;Dominique;ENS POUR AVENIR DE METZ;41;18111;24,72;48,28;LMC;F;ZIMMERMANN;Marie-Jo;METZ POUR VOUS ET AVEC VO;7;9118;12,44;24,31;LDVD;M;RAUSCH;Jean-Marie;RAUSCH 1 DESTIN POUR METZ;7;10283;14,03;27,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;491;Moyeuvre-Grande;5953;2262;38;3691;62;246;4,13;6,66;3445;57,87;93,34;LUG;M;DROUIN;René;MOYEUVRE PASSIONNEMENT;22;1830;30,74;53,12;LDVG;M;BAGGIO;Gérard;UNIS POUR MOYEUVRE;7;1615;27,13;46,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;537;Petite-Rosselle;4701;1788;38,03;2913;61,97;67;1,43;2,3;2846;60,54;97,7;LDVG;M;MITTELBERGER;Gérard;'ROSSELLE J''Y CROIS !';22;1471;31,29;51,69;LDVD;M;KOCHEMS;Denis;ROSSELLE AUTREMENT;5;1001;21,29;35,17;LDVD;M;GILLENBERG;Patrick;'ROSSELLE D''ABORD !';2;374;7,96;13,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;540;Phalsbourg;3214;897;27,91;2317;72,09;113;3,52;4,88;2204;68,57;95,12;LDVG;M;KOCHER;Dany;FIDELITE ET DEVELOPPEMENT;22;1295;40,29;58,76;LMAJ;M;SCHNEIDER;Denis;PHALSBOURG AUTREMENT;5;909;28,28;41,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;591;Rombas;7020;2212;31,51;4808;68,49;89;1,27;1,85;4719;67,22;98,15;LSOC;M;MONACO;Alphonse;POUR UN NOUVEL AVENIR;7;2102;29,94;44,54;LDVG;M;FOURNIER;Lionel;PRIORITES ROMBAS;25;2160;30,77;45,77;LMAJ;M;MEYER;Gilles;POUR UN ROMBAS NOUVEAU;1;457;6,51;9,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;672;Thionville;27268;11399;41,8;15869;58,2;428;1,57;2,7;15441;56,63;97,3;LUG;M;MERTZ;Bertrand;THIONVILLE POUR TOUS;33;7953;29,17;51,51;LMAJ;M;DEMANGE;Jean-Marie;ENSEMBLE POUR THIONVILLE;10;7488;27,46;48,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;NIEVRE;79;Clamecy;2963;1236;41,71;1727;58,29;55;1,86;3,18;1672;56,43;96,82;LEXG;M;GIRAULT;Dominique;DEMOCRATIE DIRECTE;2;270;9,11;16,15;LUG;M;BERTRAND;Régis;CLAMECY AGIR MAINTENANT;5;626;21,13;37,44;LDVG;F;BOISORIEUX;Claudine;GAUCHE NOUVELLE CLAMECY;19;629;21,23;37,62;LDVD;M;MECHIN;Dominique;OUVERTURE ET DEVELOPPEMEN;1;147;4,96;8,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;NIEVRE;86;COSNE COURS SUR LOIRE;6833;2442;35,74;4391;64,26;124;1,81;2,82;4267;62,45;97,18;NC;;;;;0;0;0;0;LEXG;;;;;0;0;0;0;LCOM;;;;;0;0;0;0;LUG;;;;;22;2118;31;49,64;LSOC;;;;;0;0;0;0;LVEC;;;;;0;0;0;0;LDVG;;;;;0;259;3,79;6,07;LGC;;;;;0;0;0;0;LAUT;;;;;0;0;0;0;LREG;;;;;0;0;0;0;LCMD;;;;;0;0;0;0;LMC;;;;;7;1890;27,66;44,29;LMAJ;;;;;0;0;0;0;LDVD;;;;;0;0;0;0;LFN;;;;;0;0;0;0;LEXD;;;;;0;0;0;0
58;NIEVRE;086SN01;COSNE COURS SUR LOIRE Section 01 (Cosne);6833;2442;35,74;4391;64,26;124;1,81;2,82;4267;62,45;97,18;LUG;M;DHERBIER;Alain;NOUVEAU SOUFFLE COSNE;22;2118;31;49,64;LDVG;M;MEZY;Michel;'L''ESPOIR POUR DEMAIN';0;259;3,79;6,07;LMC;F;CRIBIER;Madeleine;UNIS  NOUVELLE ETAPE;7;1890;27,66;44,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;NIEVRE;194;Nevers;24667;10145;41,13;14522;58,87;911;3,69;6,27;13611;55,18;93,73;LSOC;M;BOULAUD;Didier;NOUVELLE AMBITION;33;7122;28,87;52,33;LMC;M;MARTINAT;Jean-Luc;RENOUVEAU NEVERS FORCES;10;6489;26,31;47,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;9;'Villeneuve-d''Ascq';39318;16244;41,31;23074;58,69;479;1,22;2,08;22595;57,47;97,92;LSOC;M;STIEVENARD;Jean-Michel;V.A UNE VILLE POUR TOUS;6;6151;15,64;27,22;LDVG;M;CAUDRON;Gérard;ENSEMBLE POUR VILLENEUVE;40;13293;33,81;58,83;LMAJ;M;PLANCKE;Didier;DES IDEES NEUVES;3;3151;8,01;13,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;14;Anzin;8401;3056;36,38;5345;63,62;124;1,48;2,32;5221;62,15;97,68;LGC;M;BERNARD;Pierre-Michel;UNIS POUR REUSSIR;26;2927;34,84;56,06;LMC;M;DUVAL;Géry;UNION  DEMOC. SAUV. ANZIN;7;2294;27,31;43,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
